,Model,RMSE,NRMSE,MAPE,Weeks ahead,Location
954,GT-FluFNP,216.16053571362187,0.6140924310046076,74.06426675231516,3,OR
955,GT-FluFNP,324.2203735115978,0.7269515101156901,51.75054459000579,3,PA
956,GT-FluFNP,5.598166366469173,0.43062818203609027,73.08333333333334,3,RI
957,GT-FluFNP,141.31960220247817,3.623579543653286,57.69773359750333,3,SC
958,GT-FluFNP,32.81121403829286,0.6562242807658574,54.37264278930945,3,SD
959,GT-FluFNP,292.53954319601536,1.2719110573739798,71.86473036216981,3,TN
960,GT-FluFNP,759.889841029606,0.9498623012870075,45.28736377549836,3,TX
961,GT-FluFNP,8608.287084341073,0.7888826140341891,53.82036697916871,3,US
962,GT-FluFNP,8.733019714470666,0.4158580816414603,62.950259989053095,3,UT
963,GT-FluFNP,227.44944537193317,1.4040089220489702,63.05206383485298,3,VA
964,GT-FluFNP,7.545369440922029,0.5030246293948019,44000009.28888889,3,VT
965,GT-FluFNP,312.3807364952797,0.6689094999898924,74.31778221778222,3,WA
966,GT-FluFNP,114.4884206663131,0.5504250993572745,72.78524935005413,3,WI
967,GT-FluFNP,89.7338622446027,1.1358716739823125,53.852716852132055,3,WV
968,GT-FluFNP,33.107616444961224,0.9737534248518006,75.99590228526398,3,WY
969,GT-FluFNP,39.83780930221942,1.4227789036506935,81.92343749999999,4,AK
970,GT-FluFNP,181.18766459116358,5.176790416890389,74.26956396433052,4,AL
971,GT-FluFNP,289.47710047601345,1.2640921418166526,78.31239866182295,4,AR
972,GT-FluFNP,443.2608817051196,1.6236662333520864,88.88762724853953,4,AZ
973,GT-FluFNP,1873.8451845470051,1.5947618591889408,79.9851967937075,4,CA
974,GT-FluFNP,79.87747899126512,1.8576157904945376,57.850248631131976,4,CO
975,GT-FluFNP,119.27951731122994,1.2555738664339993,73.98015316969463,4,CT
976,GT-FluFNP,50.88508720637119,1.453859634467748,90.12142857142858,4,DC
977,GT-FluFNP,46.2128515675023,9.242570313500462,90.9778891509434,4,DE
978,GT-FluFNP,279.13364585803697,0.9335573440068126,38.78483526557157,4,FL
979,GT-FluFNP,148.76537113858186,2.5649201920445144,65.75573354251388,4,GA
980,GT-FluFNP,77.93355759876486,0.7566364815414064,60.00949240607514,4,IA
981,GT-FluFNP,114.41950991854493,1.20441589387942,96.30685483870968,4,ID
982,GT-FluFNP,605.6362704627259,1.322349935508135,83.19129727370134,4,IL
983,GT-FluFNP,301.65249294511057,1.251670095207928,70.5626200120012,4,IN
984,GT-FluFNP,117.02611033440358,0.9917466977491829,78.75300442757748,4,KS
985,GT-FluFNP,408.24325891556373,1.4077353755709092,83.24046964326398,4,KY
986,GT-FluFNP,152.29291907373764,2.417347921805359,71.5521186440678,4,LA
987,GT-FluFNP,140.3075737442566,0.9880815052412436,78.46526146972907,4,MA
988,GT-FluFNP,218.9802952322423,1.9208797827389674,76.636246822151,4,MD
989,GT-FluFNP,23.85929273888897,1.1929646369444487,88.73109243697479,4,ME
990,GT-FluFNP,175.47430196470364,1.4622858497058637,67.33477627505835,4,MI
991,GT-FluFNP,301.8480705586835,2.624765830945074,91.4925093632959,4,MN
992,GT-FluFNP,364.61532441739195,1.1150315731418714,81.86524424480629,4,MO
993,GT-FluFNP,212.9844657480916,5.604854361791884,81.02425201001712,4,MS
994,GT-FluFNP,30.9794423771636,0.8152484836095685,69.0775,4,MT
995,GT-FluFNP,300.0659771616902,2.941823305506767,70.69770251842647,4,NC
996,GT-FluFNP,18.50346589155664,1.15646661822229,75.80357142857143,4,ND
997,GT-FluFNP,36.65941420699463,2.036634122610813,68.82577201677469,4,NE
998,GT-FluFNP,7.394971264311986,1.4789942528623974,70.5952380952381,4,NH
999,GT-FluFNP,395.44042193483455,1.538678684571341,83.2767976668579,4,NJ
1000,GT-FluFNP,130.2483911608892,4.201561005189974,74.03583250579278,4,NM
1001,GT-FluFNP,187.12772175709296,1.9697654921799255,87.88165377616015,4,NV
1002,GT-FluFNP,546.5845795483074,1.5616702272808785,75.24292669272985,4,NY
1003,GT-FluFNP,418.87653765757756,1.3213770904024527,79.50992547074821,4,OH
1004,GT-FluFNP,251.14237097710134,1.0250709019473525,70.0796717273141,4,OK
1005,GT-FluFNP,275.97598899179616,1.0375037180142712,91.17241909742918,4,OR
1006,GT-FluFNP,505.9406762160955,1.352782556727528,74.90991997885597,4,PA
1007,GT-FluFNP,10.086587629124134,0.7758913560864719,68.43229166666667,4,RI
1008,GT-FluFNP,170.12166058441824,9.451203365801012,75.79574807865058,4,SC
1009,GT-FluFNP,38.63126518766891,1.1037504339333974,69.9375,4,SD
1010,GT-FluFNP,364.9093120900041,1.5865622264782788,82.39643081761007,4,TN
1011,GT-FluFNP,1037.633625129795,1.4844543993273178,60.923074005234604,4,TX
1012,GT-FluFNP,11690.085270505942,1.4006811970412105,68.54730075253843,4,US
1013,GT-FluFNP,8.138872772073537,0.3875653700987398,59.26616379310345,4,UT
1014,GT-FluFNP,291.3041834577732,1.7981739719615633,77.72651256789189,4,VA
1015,GT-FluFNP,10.191940443311077,0.7839954187162368,78.60833333333332,4,VT
1016,GT-FluFNP,406.8288340322008,1.3208728377668857,90.5083041958042,4,WA
1017,GT-FluFNP,168.2483998438024,1.1291838915691434,83.25975215134058,4,WI
1018,GT-FluFNP,124.1135474072029,1.6772101000973363,68.9558745348219,4,WV
1019,GT-FluFNP,42.279368491026446,21.139684245513223,91.88747044917258,4,WY
1020,JHU_IDD-CovidSP,9.718017365657737,0.19436034731315474,74.83018047967545,1,AK
1021,JHU_IDD-CovidSP,328.9339042441412,2.454730628687621,96.50048405228075,1,AL
1022,JHU_IDD-CovidSP,61.122642585886524,0.16838193549830996,88.49968924602446,1,AR
1023,JHU_IDD-CovidSP,139.29657971693337,0.24099754276286048,128.47080279252035,1,AZ
1024,JHU_IDD-CovidSP,655.9435357311809,0.2542416805159616,117.92479843707679,1,CA
1025,JHU_IDD-CovidSP,31.128109419745513,0.24902487535796408,73.14640538096558,1,CO
1026,JHU_IDD-CovidSP,25.421981088268193,0.1569258091868407,79.33090200010865,1,CT
1027,JHU_IDD-CovidSP,16.551819264191288,0.28053930956256423,101.39483294278855,1,DC
1028,JHU_IDD-CovidSP,16.107123833907398,0.32871681293688565,133.3103753647794,1,DE
1029,JHU_IDD-CovidSP,115.71805703234338,0.21310876064888282,48.275217854909336,1,FL
1030,JHU_IDD-CovidSP,339.97974312353375,4.533063241647117,130.89765236242744,1,GA
1031,JHU_IDD-CovidSP,31.966540055683268,0.25989056955840056,126.65738261525065,1,IA
1032,JHU_IDD-CovidSP,60.380727216805475,0.3920826442649705,265.05046105010916,1,ID
1033,JHU_IDD-CovidSP,110.82316854580706,0.13852896068225884,100.01694498142851,1,IL
1034,JHU_IDD-CovidSP,238.71173213957044,0.592336804316552,167.3563693765905,1,IN
1035,JHU_IDD-CovidSP,17.631295296407263,0.10621262226751373,117.45989874573026,1,KS
1036,JHU_IDD-CovidSP,57.12047863820079,0.10636960640260854,106.33310016719344,1,KY
1037,JHU_IDD-CovidSP,100.2536455065,1.3733376096780823,51.554652699240414,1,LA
1038,JHU_IDD-CovidSP,55.06690009304253,0.2660236719470653,104.17443804628374,1,MA
1039,JHU_IDD-CovidSP,107.54960749817783,0.4822852354178379,83.18788449575743,1,MD
1040,JHU_IDD-CovidSP,11.661543811083938,0.3761788326156108,108.22233651128298,1,ME
1041,JHU_IDD-CovidSP,29.411419248016372,0.11015512826972423,98.77400643714418,1,MI
1042,JHU_IDD-CovidSP,64.34250751107895,0.18980090711232728,132.35582068185516,1,MN
1043,JHU_IDD-CovidSP,83.937064297902,0.17060378922337813,108.48739140433284,1,MO
1044,JHU_IDD-CovidSP,61.90239990529536,0.5336413784939255,34.42332411015501,1,MS
1045,JHU_IDD-CovidSP,14.862134926481998,0.33026966503293326,83.15508476436183,1,MT
1046,JHU_IDD-CovidSP,236.9714717606852,0.911428737541097,86.54469945859766,1,NC
1047,JHU_IDD-CovidSP,2.989906468159364,0.11499640262151405,140.78488847093243,1,ND
1048,JHU_IDD-CovidSP,55.77453699705979,1.2394341554902175,222.6855971479136,1,NE
1049,JHU_IDD-CovidSP,2.7258849612238456,0.22715708010198712,67191774.32137182,1,NH
1050,JHU_IDD-CovidSP,75.24442716172396,0.14899886566678014,113.65913771778445,1,NJ
1051,JHU_IDD-CovidSP,43.17835904063221,0.3222265600047181,73.52512159410924,1,NM
1052,JHU_IDD-CovidSP,87.57835138318744,0.36490979742994767,120.52506687350986,1,NV
1053,JHU_IDD-CovidSP,38.57118788712037,0.051359770821731515,106.94857447830665,1,NY
1054,JHU_IDD-CovidSP,76.70925102336517,0.144461866334021,98.94718958701226,1,OH
1055,JHU_IDD-CovidSP,60.0630456778361,0.15974214276020243,133.2931298772496,1,OK
1056,JHU_IDD-CovidSP,145.65384642315652,0.3715659347529503,227.31512729715635,1,OR
1057,JHU_IDD-CovidSP,128.44915444960807,0.2029212550546731,93.84949477268485,1,PA
1058,JHU_IDD-CovidSP,6.293438511033077,0.39333990693956733,44726039.775590785,1,RI
1059,JHU_IDD-CovidSP,170.71300551064803,1.7969790053752426,70.24336864109173,1,SC
1060,JHU_IDD-CovidSP,47.493797613909706,0.8795147706279575,417.816677621159,1,SD
1061,JHU_IDD-CovidSP,161.05872302228696,0.4026468075557174,95.40607642541184,1,TN
1062,JHU_IDD-CovidSP,445.8106778026587,0.37621154244950095,64.1604363208542,1,TX
1063,JHU_IDD-CovidSP,1986.4626628500464,0.12893247633218968,83.16624932393297,1,US
1064,JHU_IDD-CovidSP,9.659610085311051,0.4024837535546271,52.26552022808364,1,UT
1065,JHU_IDD-CovidSP,322.62485353733774,1.2956821427202319,106.7844024113888,1,VA
1066,JHU_IDD-CovidSP,5.84077348512875,0.3893848990085833,19398312.532659374,1,VT
1067,JHU_IDD-CovidSP,228.55707239180492,0.4256183843422811,75.66105701420668,1,WA
1068,JHU_IDD-CovidSP,47.1487475085174,0.1956379564668772,145.64039062841752,1,WI
1069,JHU_IDD-CovidSP,55.689307104767224,0.3894357140193513,87.1784896952014,1,WV
1070,JHU_IDD-CovidSP,12.103970376982833,0.28818977088054365,133.77832599554563,1,WY
1071,JHU_IDD-CovidSP,8.032067598124238,0.16064135196248477,79.38194056157892,2,AK
1072,JHU_IDD-CovidSP,491.8355521174903,3.6704145680409725,136.641415697077,2,AL
1073,JHU_IDD-CovidSP,81.15482958578394,0.2652118613914509,77.62825556290439,2,AR
1074,JHU_IDD-CovidSP,203.40080848490234,0.38522880394867864,61.39383981157103,2,AZ
