,Model,Weeks ahead,Location,LS,CRPS,CS
292,CU-ensemble,2,PA,-7.082508899129289,147.74017926886393,0.4715000000000001
293,CU-ensemble,2,RI,-2.6620498609657113,2.1625158039755945,0.09930000000000004
294,CU-ensemble,2,SC,-7.7081649720658385,71.6898480489431,0.2515000000000001
295,CU-ensemble,2,SD,-5.710524320933304,17.628511914632583,0.19570000000000007
296,CU-ensemble,2,TN,-10.0,124.29568722054762,0.43150000000000005
297,CU-ensemble,2,TX,-5.4793196491957135,212.22856123037863,0.33900000000000013
298,CU-ensemble,2,US,-10.0,3562.81366968962,0.49400000000000005
299,CU-ensemble,2,UT,-2.377986712248697,3.6465363901187504,0.12090000000000001
300,CU-ensemble,2,VA,-7.011491015776789,87.18394325293389,0.25370000000000015
301,CU-ensemble,2,VT,-4.6313642091854295,3.815687918455499,0.14
302,CU-ensemble,2,WA,-7.883244610736036,165.0512981578191,0.4040000000000001
303,CU-ensemble,2,WI,-6.90753371672794,75.56604777815747,0.45400000000000007
304,CU-ensemble,2,WV,-10.0,65.89552133964828,0.42650000000000005
305,CU-ensemble,2,WY,-7.632880055947814,20.284101054134446,0.42900000000000005
306,CU-ensemble,3,AK,-8.676297878886922,21.93033587573741,0.4739999994039536
307,CU-ensemble,3,AL,-10.0,173.97612093781177,0.49400000000000005
308,CU-ensemble,3,AR,-6.00183440999578,79.12703642973217,0.3406666620969773
309,CU-ensemble,3,AZ,-9.215067944941426,231.86139532300658,0.49400000000000005
310,CU-ensemble,3,CA,-10.0,1080.2029450507835,0.49400000000000005
311,CU-ensemble,3,CO,-5.745726473598019,63.91875175752148,0.44066666507720953
312,CU-ensemble,3,CT,-2.9559145835685,29.877729089051897,0.3926666647791863
313,CU-ensemble,3,DC,-10.0,32.6193526075476,0.49400000000000005
314,CU-ensemble,3,DE,-9.217067322542276,27.39955307708165,0.4839999997019768
315,CU-ensemble,3,FL,-5.868197080306461,174.66052448670243,0.45399999880790715
316,CU-ensemble,3,GA,-3.545326775985675,27.952531713177866,0.15699999612569812
317,CU-ensemble,3,IA,-6.02048710977877,50.32494463290907,0.37066666299104695
318,CU-ensemble,3,ID,-9.85044314323141,66.07585709909259,0.49066666656732566
319,CU-ensemble,3,IL,-10.0,358.3542571029484,0.49400000000000005
320,CU-ensemble,3,IN,-7.064840828098394,131.57243744958362,0.460666665673256
321,CU-ensemble,3,KS,-9.351625625445237,65.3154287065497,0.49400000000000005
322,CU-ensemble,3,KY,-10.0,315.3781327875793,0.49400000000000005
323,CU-ensemble,3,LA,-6.50975779238538,84.76345728770339,0.30399999433755887
324,CU-ensemble,3,MA,-4.8802427135729,68.16599983191527,0.39733333045244223
325,CU-ensemble,3,MD,-10.0,176.20138354511678,0.49400000000000005
326,CU-ensemble,3,ME,-6.644628303658891,13.770912165231456,0.41066666418313985
